id,alias,type,format,bounds,values,map to,comment
572,trigger.adv_follow.INIT,int,,,"[0, 2]","0: init, 1: set, 2: add",
572,trigger.edit_adv_follow.M_572,int,#N/A,,,,
573,trigger.options.EDIT_RESPAWN_TIME,int,,,"[-1, 1]",,
574,trigger.options.RESPAWN_TIME,float,,,,,
575,trigger.options.AUDIO_ON_DEATH,int,,,"[-1, 1]",,
576,trigger.options.DISABLE_DEATH_SFX,int,,,"[-1, 1]",,
577,trigger.scale.RELATIVE_SCALE,bool,,,,,
578,trigger.item_edit.SIGN_OP_1,int,,," [0, 2]","0: none, 1: abs, 2: neg",
578,trigger.item_compare.SIGN_OP_1,int,,," [0, 2]","0: none, 1: abs, 2: neg",
579,trigger.item_edit.SIGN_OP_2,int,,," [0, 2]","0: none, 1: abs, 2: neg",
579,trigger.item_compare.SIGN_OP_2,int,,," [0, 2]","0: none, 1: abs, 2: neg",
580,trigger.stop.MODE,int,,," [0, 2]","0: stop, 1: pause, 2: resume",
581,trigger.spawn.RESET_REMAP,bool,,,,,
582,trigger.arrow.VELOCITY_MOD_X,float,,,,,
583,trigger.arrow.VELOCITY_MOD_Y,float,,,,,
584,trigger.arrow.OVERRIDE_VELOCITY,bool,,,,,
585,trigger.arrow.DONT_SLIDE,bool,,,,,
586,trigger.dash.SPEED,float,,,,,
587,trigger.dash.COLLIDE,bool,,,,,
588,trigger.dash.END_BOOST,float,,,,,
589,trigger.dash.STOP_SLIDE,bool,,,,,
590,trigger.dash.MAX_DURATION,float,,,,,
591,trigger.teleport.REDIRECT_DASH,bool,,,,,
592,animated.OFFSET_ANIM,bool,,,,,
593,trigger.options.BOOST_SLIDE,int,,,"[-1, 1]",,
594,,,,,,,
595,trigger.song.DONT_RESET,bool,,,,,
595,trigger.sfx.M_595,bool,#N/A,,,,
596,trigger.song.M_596,int,#N/A,,,,
596,trigger.sfx.SPEED_RAND,int,,,,,
597,trigger.song.M_597,int,#N/A,,,,
597,trigger.sfx.PITCH_RAND,int,semitones,,,,
598,trigger.song.M_598,float,#N/A,,,,
598,trigger.sfx.VOLUME_RAND,float,,,,,
599,trigger.song.M_599,bool,#N/A,,,,
599,trigger.sfx.PITCH_STEPS,bool,,,,,
kA1,level.AUDIO_TRACK,int,,,,,
kA2,level.GAMEMODE,int,,,,gamemode,
kA3,level.MINI_MODE,bool,,,,,
kA4,level.SPEED,int,,,,,
kA6,level.BACKGROUND,int,,,,,
kA5,level.OBJECT_2_BLENDING,bool,,,,,
kA7,level.GROUND,int,,,,,
kA8,level.DUAL_MODE,bool,,,,,
kA9,level.IS_START_POS,bool,,,,,
kA10,level.INPUT_2P,bool,,,,,
kA11,level.FLIP_GRAVITY,bool,,,,,
kA12,level.COLOR_3_BLENDING,bool,,,,,
kA13,level.SONG_OFFSET,float,seconds,,,,
kA14,level.SONG_GUIDELINES,string,guidelines,,,,
kA15,level.SONG_FADE_IN,bool,,,,,
kA16,level.SONG_FADE_OUT,bool,,,,,
kA17,level.GROUND_LINE,int,,,,,
kA18,level.FONT,int,font id,,,,
kA19,start_pos.TARGET_ORDER,bool,,,,,
kA20,level.REVERSE_MODE,bool,,,,,
kA20,start_pos.REVERSE_MODE,bool,,,,,
kA21,start_pos.DISABLE,bool,,,,,
kA22,level.PLATFORMER_MODE,bool,,,,,
kA22,start_pos.PLATFORMER_MODE,bool,,,,,
kA23,level.M_kA23,bool,,,,,
kA23,start_pos.M_kA23,bool,,,,,
kA24,level.M_kA24,bool,,,,,
kA24,start_pos.M_kA24,bool,,,,,
kA25,level.MIDDLEGROUND,int,,,,,
kA25,start_pos.M_kA25,int,,,,,
kA26,start_pos.TARGET_CHANNEL,int,trigger channel,,,,
kA27,level.ALLOW_MULTI_ROTATE,bool,,,,,
kA27,start_pos.ALLOW_MULTI_ROTATE,bool,,,,,
kA28,level.MIRROR_MODE,bool,,,,,
kA28,start_pos.MIRROR_MODE,bool,,,,,
kA29,level.ROTATE_MODE,bool,,,,,
kA29,start_pos.ROTATE_MODE,bool,,,,,
kA31,level.ENABLE_PLAYER_SQUEEZE,bool,,,,,
kA31,start_pos.ENABLE_PLAYER_SQUEEZE,bool,,,,,
kA32,level.FIX_GRAVITY_BUG,bool,,,,,
kA32,start_pos.FIX_GRAVITY_BUG,bool,,,,,
kA33,level.FIX_NEGATIVE_SCALE,bool,,,,,
kA33,start_pos.FIX_NEGATIVE_SCALE,bool,,,,,
kA34,level.FIX_ROBOT_JUMP,bool,,,,,
kA34,start_pos.FIX_ROBOT_JUMP,bool,,,,,
kA35,start_pos.RESET_CAMERA,bool,,,,,
kA36,level.PLAYER_SPAWN,int,group id,,,,
kA36,start_pos.M_kA36,int,,,,,
kA37,level.DYNAMIC_HEIGHT,bool,,,,,
kA37,start_pos.DYNAMIC_HEIGHT,bool,,,,,
kA38,level.SORT_GROUPS,bool,,,,,
kA38,start_pos.SORT_GROUPS,bool,,,,,
kA39,level.FIX_RADIUS_COLLISION,bool,,,,,
kA39,start_pos.FIX_RADIUS_COLLISION,bool,,,,,
kA40,level.ENABLE_2_2_CHANGES,bool,,,,,
kA40,start_pos.ENABLE_2_2_CHANGES,bool,,,,,
kA41,level.ALLOW_STATIC_OBJECT_ROTATE,bool,,,,,
kA41,start_pos.ALLOW_STATIC_OBJECT_ROTATE,bool,,,,,
kA42,level.REVERSE_SYNC,bool,,,,,
kA42,start_pos.REVERSE_SYNC,bool,,,,,
kA43,level.DISABLE_TIME_POINT_PENALTY,bool,,,,,
kA43,start_pos.DISABLE_TIME_POINT_PENALTY,bool,,,,,
kA44,start_pos.M_kA44,int,,,,,
kA45,level.DECREASE_BOOST_SLIDE,bool,,,,,
kA45,start_pos.DECREASE_BOOST_SLIDE,bool,,,,,
kA46,level.SONG_DONT_RESET,bool,,,,,
kA46,start_pos.SONG_DONT_RESET,bool,,,,,
kA47,,,,,,,
kA48,,,,,,,
kA49,,,,,,,
kA50,,,,,,,
kS1,level.color_1_7.background.RED,int,,,,,
kS2,level.color_1_7.background.GREEN,int,,,,,
kS3,level.color_1_7.background.BLUE,int,,,,,
kS4,level.color_1_7.ground.RED,int,,,,,
kS5,level.color_1_7.ground.GREEN,int,,,,,
kS6,level.color_1_7.ground.BLUE,int,,,,,
kS7,level.color_1_7.line.RED,int,,,,,
kS8,level.color_1_7.line.GREEN,int,,,,,
kS9,level.color_1_7.line.BLUE,int,,,,,
kS10,level.color_1_7.object.RED,int,,,,,
kS11,level.color_1_7.object.GREEN,int,,,,,
kS12,level.color_1_7.object.BLUE,int,,,,,
kS13,level.color_1_7.object_2.RED,int,,,,,
kS14,level.color_1_7.object_2.GREEN,int,,,,,
kS15,level.color_1_7.object_2.BLUE,int,,,,,
kS16,level.color_1_7.background.PLAYER_COLOR,int,,,,,
kS17,level.color_1_7.ground.PLAYER_COLOR,int,,,,,
kS18,level.color_1_7.line.PLAYER_COLOR,int,,,,,
kS19,level.color_1_7.object.PLAYER_COLOR,int,,,,,
kS20,level.color_1_7.object_2.PLAYER_COLOR,int,,,,,
kS21,,,,,,,
kS22,,,,,,,
kS23,,,,,,,
kS24,,,,,,,
kS25,,,,,,,
kS26,,,,,,,
kS27,,,,,,,
kS28,,,,,,,
kS29,level.color_1_9.BACKGROUND,string,color,,,,
kS30,level.color_1_9.GROUND,string,color,,,,
kS31,level.color_1_9.LINE,string,color,,,,
kS32,level.color_1_9.OBJECT,string,color,,,,
kS33,level.color_1_9.COLOR_1,string,color,,,,
kS34,level.color_1_9.COLOR_2,string,color,,,,
kS35,level.color_1_9.COLOR_3,string,color,,,,
kS36,level.color_1_9.COLOR_4,string,color,,,,
kS37,level.color_1_9.LINE_3D,string,color,,,,
kS38,level.COLORS,string,colors,,,,
kS39,level.COLOR_PAGE,int,,,,,
kS40,,,,,,,
